type	latitude	longitude	altitude	name	desc
T	45.984080000	-123.604750000	1085.6		
T	45.984030000	-123.604750000	1084.2		
T	45.983830000	-123.604690000	1079.4		
T	45.983150000	-123.604200000	1065.7		
T	45.983000000	-123.604180000	1061.8		
T	45.982800000	-123.604210000	1056.6		
T	45.982740000	-123.604240000	1055.7		
T	45.982620000	-123.604330000	1053.3		
T	45.982560000	-123.604400000	1051.5		
T	45.982420000	-123.604650000	1050.1		
T	45.982390000	-123.604730000	1049.7		
T	45.982260000	-123.604960000	1042.0		
T	45.982150000	-123.605080000	1037.8		
T	45.982000000	-123.605160000	1034.5		
T	45.981920000	-123.605170000	1033.1		
T	45.981420000	-123.605150000	1025.8		
T	45.981050000	-123.605090000	1017.1		
T	45.980730000	-123.605100000	1011.3		
T	45.980690000	-123.605110000	1011.1		
T	45.979830000	-123.605050000	997.3		
T	45.979640000	-123.605010000	993.2		
T	45.979500000	-123.604950000	989.2		
T	45.979360000	-123.604860000	985.2		
T	45.978640000	-123.604160000	970.0		
T	45.977860000	-123.603200000	959.2		
T	45.974270000	-123.597540000	932.5		
T	45.974140000	-123.597400000	933.1		
T	45.974040000	-123.597320000	930.1		
T	45.973910000	-123.597270000	928.7		
T	45.973900000	-123.597260000	929.1		
T	45.973750000	-123.597250000	928.7		
T	45.973430000	-123.597270000	928.8		
T	45.973200000	-123.597230000	933.4		
T	45.973190000	-123.597220000	934.3		
T	45.973150000	-123.597210000	933.2		
T	45.973020000	-123.597130000	932.1		
T	45.971870000	-123.596090000	926.9		
T	45.971680000	-123.595840000	927.2		
T	45.971520000	-123.595480000	918.5		
T	45.970420000	-123.591840000	889.0		
T	45.970180000	-123.591280000	887.4		
T	45.970000000	-123.591020000	885.2		
T	45.969860000	-123.590900000	885.2		
T	45.969640000	-123.590800000	884.1		
T	45.969470000	-123.590790000	882.8		
T	45.969020000	-123.590870000	883.5		
T	45.968950000	-123.590870000	884.4		
T	45.968930000	-123.590880000	883.8		
T	45.968740000	-123.590870000	883.8		
T	45.968590000	-123.590840000	884.1		
T	45.967840000	-123.590530000	880.5		
T	45.967190000	-123.590430000	876.8		
T	45.967020000	-123.590350000	876.7		
T	45.966700000	-123.590150000	872.8		
T	45.966690000	-123.590150000	872.3		
T	45.966350000	-123.589990000	868.4		
T	45.966060000	-123.589940000	866.9		
T	45.964710000	-123.589990000	857.5		
T	45.963540000	-123.590250000	846.3		
T	45.963380000	-123.590220000	844.7		
T	45.963180000	-123.590090000	846.0		
T	45.963080000	-123.589950000	845.3		
T	45.963010000	-123.589790000	841.0		
T	45.962780000	-123.588600000	840.9		
T	45.962710000	-123.588390000	838.7		
T	45.962540000	-123.588120000	837.8		
T	45.962330000	-123.587860000	839.5		
T	45.962200000	-123.587620000	834.6		
T	45.961410000	-123.585620000	813.4		
T	45.961280000	-123.585430000	811.2		
T	45.960630000	-123.584860000	808.1		
T	45.960440000	-123.584740000	807.2		
T	45.960290000	-123.584700000	806.8		
T	45.960150000	-123.584710000	804.9		
T	45.959420000	-123.584870000	797.1		
T	45.959320000	-123.584870000	795.6		
T	45.959120000	-123.584800000	794.7		
T	45.958870000	-123.584610000	794.7		
T	45.958780000	-123.584500000	795.4		
T	45.958690000	-123.584330000	795.5		
T	45.958640000	-123.584180000	788.8		
T	45.958630000	-123.584170000	788.5		
T	45.958580000	-123.583880000	785.5		
T	45.958600000	-123.583590000	782.5		
T	45.958750000	-123.582940000	772.6		
T	45.958780000	-123.582710000	769.4		
T	45.958780000	-123.582520000	768.4		
T	45.958630000	-123.581990000	772.8		
T	45.958610000	-123.581960000	771.1		
T	45.958430000	-123.581510000	763.8		
T	45.958360000	-123.581230000	754.3		
T	45.958260000	-123.580580000	741.4		
T	45.958220000	-123.580470000	736.8		
T	45.958220000	-123.580450000	736.6		
T	45.958190000	-123.580380000	734.5		
T	45.958040000	-123.580160000	731.2		
T	45.957960000	-123.580100000	728.8		
T	45.957960000	-123.580090000	728.8		
T	45.957700000	-123.579870000	726.4		
T	45.957440000	-123.579500000	720.4		
T	45.956490000	-123.577450000	694.0		
T	45.956150000	-123.576950000	685.9		
T	45.955290000	-123.575950000	677.2		
T	45.955090000	-123.575650000	672.7		
T	45.950210000	-123.565570000	636.8		
T	45.948930000	-123.563380000	625.3		
T	45.948780000	-123.563020000	625.6		
T	45.948730000	-123.562600000	623.5		
T	45.948760000	-123.562340000	623.4		
T	45.949040000	-123.561330000	626.5		
T	45.949070000	-123.560810000	628.9		
T	45.946930000	-123.545220000	608.4		
T	45.946800000	-123.544650000	608.8		
T	45.946630000	-123.544120000	602.9		
T	45.945350000	-123.540850000	597.1		
T	45.945210000	-123.540370000	596.4		
T	45.944150000	-123.534090000	565.9		
T	45.943890000	-123.533180000	562.0		
T	45.943730000	-123.532760000	561.8		
T	45.943400000	-123.532070000	564.1		
T	45.940650000	-123.526960000	581.9		
T	45.940370000	-123.526660000	581.0		
T	45.940250000	-123.526590000	580.0		
T	45.939920000	-123.526450000	578.1		
T	45.938040000	-123.526040000	560.0		
T	45.937860000	-123.525960000	557.8		
T	45.937660000	-123.525830000	556.2		
T	45.936370000	-123.524430000	540.1		
T	45.936330000	-123.524400000	540.4		
T	45.933440000	-123.521180000	527.6		
T	45.933280000	-123.520900000	525.0		
T	45.933200000	-123.520570000	522.3		
T	45.933200000	-123.520470000	522.5		
T	45.933190000	-123.520430000	522.0		
T	45.933210000	-123.520140000	522.1		
T	45.933390000	-123.518970000	518.2		
T	45.933480000	-123.518710000	517.1		
T	45.933690000	-123.518360000	518.7		
T	45.933790000	-123.518030000	514.0		
T	45.933820000	-123.517860000	512.6		
T	45.933830000	-123.516150000	500.6		
T	45.933960000	-123.513560000	489.3		
T	45.934080000	-123.507370000	482.9		
T	45.933970000	-123.505950000	479.5		
T	45.933980000	-123.505660000	476.9		
T	45.934030000	-123.505290000	478.2		
T	45.935610000	-123.497590000	476.1		
T	45.935670000	-123.496920000	476.7		
T	45.935640000	-123.496350000	475.1		
T	45.935400000	-123.495020000	475.4		
T	45.935390000	-123.495000000	475.3		
T	45.935210000	-123.494060000	478.8		
T	45.935130000	-123.493390000	480.9		
T	45.935100000	-123.490300000	478.9		
T	45.935170000	-123.489740000	476.2		
T	45.935290000	-123.489250000	475.5		
T	45.935300000	-123.489240000	475.3		
T	45.935370000	-123.489020000	475.6		
T	45.935570000	-123.488590000	475.2		
T	45.935570000	-123.488570000	475.5		
T	45.935780000	-123.488220000	475.2		
T	45.939300000	-123.483350000	485.3		
T	45.939420000	-123.483120000	485.1		
T	45.939540000	-123.482760000	483.5		
T	45.939580000	-123.482570000	481.8		
T	45.939610000	-123.482130000	480.3		
T	45.939560000	-123.479500000	479.5		
T	45.939520000	-123.479030000	482.8		
T	45.939380000	-123.478180000	484.5		
T	45.939380000	-123.478020000	484.7		
T	45.939370000	-123.477990000	485.2		
T	45.939380000	-123.477720000	484.4		
T	45.939470000	-123.477330000	481.9		
T	45.939520000	-123.477190000	481.0		
T	45.940710000	-123.475120000	477.0		
T	45.940960000	-123.474840000	477.4		
T	45.941210000	-123.474680000	477.8		
T	45.941380000	-123.474620000	478.0		
T	45.941390000	-123.474610000	478.1		
T	45.941560000	-123.474580000	478.4		
T	45.947430000	-123.474460000	515.4		
T	45.948030000	-123.474390000	504.2		
T	45.948330000	-123.474300000	498.3		
T	45.948590000	-123.474130000	494.4		
T	45.948790000	-123.473910000	492.2		
T	45.949070000	-123.473460000	490.4		
T	45.949300000	-123.473010000	491.9		
T	45.949450000	-123.472580000	492.6		
T	45.951080000	-123.464590000	522.9		
T	45.951230000	-123.463370000	514.0		
T	45.951240000	-123.462590000	507.7		
T	45.950930000	-123.457580000	483.8		
T	45.950870000	-123.457230000	485.2		
T	45.950730000	-123.456770000	486.2		
T	45.950580000	-123.456400000	486.7		
T	45.950320000	-123.455930000	486.5		
T	45.950030000	-123.455500000	484.8		
T	45.950030000	-123.455490000	484.9		
T	45.947080000	-123.451280000	503.1		
T	45.946860000	-123.450920000	504.5		
T	45.946550000	-123.450280000	506.8		
T	45.946320000	-123.449650000	504.0		
T	45.946100000	-123.448760000	502.4		
T	45.945790000	-123.446540000	504.1		
T	45.945780000	-123.446050000	501.4		
T	45.945840000	-123.445480000	497.6		
T	45.945940000	-123.445070000	497.1		
T	45.946110000	-123.444600000	499.4		
T	45.946400000	-123.444090000	499.3		
T	45.954990000	-123.433720000	488.3		
T	45.955140000	-123.433570000	489.5		
T	45.955150000	-123.433550000	489.2		
T	45.955630000	-123.433080000	487.3		
T	45.957300000	-123.431700000	491.8		
T	45.957710000	-123.431240000	492.0		
T	45.958320000	-123.430360000	493.8		
T	45.958360000	-123.430320000	493.3		
T	45.958360000	-123.430310000	493.1		
T	45.958460000	-123.430210000	493.8		
T	45.958470000	-123.430190000	493.6		
T	45.958660000	-123.430030000	492.6		
T	45.958860000	-123.429910000	492.4		
T	45.960350000	-123.429240000	494.4		
T	45.960660000	-123.429040000	493.7		
T	45.960750000	-123.428960000	494.4		
T	45.961550000	-123.428060000	502.9		
T	45.961840000	-123.427820000	504.0		
T	45.961870000	-123.427810000	504.1		
T	45.961930000	-123.427770000	505.2		
T	45.962080000	-123.427720000	506.6		
T	45.962220000	-123.427710000	506.9		
T	45.962390000	-123.427730000	506.8		
T	45.962580000	-123.427790000	508.7		
T	45.963410000	-123.428240000	508.7		
T	45.963420000	-123.428240000	508.6		
T	45.963460000	-123.428260000	509.4		
T	45.963510000	-123.428270000	509.9		
T	45.963720000	-123.428270000	509.8		
T	45.964660000	-123.428090000	508.8		
T	45.964870000	-123.427980000	509.0		
T	45.964990000	-123.427890000	508.7		
T	45.966240000	-123.426630000	506.7		
T	45.966450000	-123.426350000	507.5		
T	45.966530000	-123.426210000	507.6		
T	45.966810000	-123.425500000	510.6		
T	45.966810000	-123.425480000	510.3		
T	45.967170000	-123.424300000	512.5		
T	45.967410000	-123.423750000	513.3		
T	45.968570000	-123.421610000	509.4		
T	45.968700000	-123.421420000	509.5		
T	45.968710000	-123.421390000	509.4		
T	45.968940000	-123.421110000	507.0		
T	45.969370000	-123.420720000	504.1		
T	45.971310000	-123.419480000	493.2		
T	45.971340000	-123.419470000	493.0		
T	45.976280000	-123.416420000	530.8		
T	45.976470000	-123.416340000	535.4		
T	45.976480000	-123.416330000	535.5		
T	45.976680000	-123.416280000	539.3		
T	45.976920000	-123.416250000	542.7		
T	45.977180000	-123.416270000	547.5		
T	45.977490000	-123.416350000	552.3		
T	45.977660000	-123.416420000	554.3		
T	45.978360000	-123.416880000	565.2		
T	45.978500000	-123.416950000	566.4		
T	45.978670000	-123.416990000	567.6		
T	45.978900000	-123.417000000	573.2		
T	45.980820000	-123.416350000	603.9		
T	45.981050000	-123.416240000	606.3		
T	45.981370000	-123.415990000	607.1		
T	45.983460000	-123.413850000	587.3		
T	45.983780000	-123.413380000	584.2		
T	45.984040000	-123.412870000	579.2		
T	45.985100000	-123.410160000	545.8		
T	45.985190000	-123.409780000	543.2		
T	45.985240000	-123.409420000	537.3		
T	45.985640000	-123.400980000	481.4		
T	45.986370000	-123.394220000	499.8		
T	45.986370000	-123.393870000	497.5		
T	45.986150000	-123.391040000	504.7		
T	45.986140000	-123.390260000	507.9		
T	45.986170000	-123.389770000	509.2		
T	45.986180000	-123.389750000	509.3		
T	45.986590000	-123.385980000	523.4		
T	45.986590000	-123.385650000	525.8		
T	45.986550000	-123.385300000	527.2		
T	45.986500000	-123.385160000	528.2		
T	45.986500000	-123.385140000	528.1		
T	45.986420000	-123.384950000	527.4		
T	45.986140000	-123.384590000	525.4		
T	45.986000000	-123.384480000	523.3		
T	45.982130000	-123.382060000	508.3		
T	45.981780000	-123.381730000	504.7		
T	45.981550000	-123.381410000	506.3		
T	45.981370000	-123.381040000	506.2		
T	45.981230000	-123.380660000	506.6		
T	45.981140000	-123.380330000	505.9		
T	45.981080000	-123.379890000	505.0		
T	45.980630000	-123.369710000	506.0		
T	45.980550000	-123.369210000	511.1		
T	45.980390000	-123.368520000	515.4		
T	45.979280000	-123.364900000	513.3		
T	45.979280000	-123.364880000	513.4		
T	45.978970000	-123.364070000	512.2		
T	45.978680000	-123.363570000	506.9		
T	45.978550000	-123.363390000	509.9		
T	45.978070000	-123.362920000	511.8		
T	45.977530000	-123.362570000	515.9		
T	45.977500000	-123.362540000	515.9		
T	45.977170000	-123.362340000	514.6		
T	45.977140000	-123.362330000	514.4		
T	45.976420000	-123.361860000	516.2		
T	45.976180000	-123.361660000	518.0		
T	45.975960000	-123.361430000	521.2		
T	45.974890000	-123.360130000	532.9		
T	45.974820000	-123.360010000	534.1		
T	45.974820000	-123.360000000	534.1		
T	45.974790000	-123.359940000	534.6		
T	45.974730000	-123.359650000	537.6		
T	45.974730000	-123.359400000	541.3		
T	45.974750000	-123.359260000	543.3		
T	45.975440000	-123.356800000	570.5		
T	45.975490000	-123.356490000	571.0		
T	45.975540000	-123.354880000	556.2		
T	45.975630000	-123.354310000	551.2		
T	45.975780000	-123.353730000	545.6		
T	45.976000000	-123.353200000	540.7		
T	45.976720000	-123.352070000	522.9		
T	45.976730000	-123.352070000	522.8		
T	45.977460000	-123.350980000	519.2		
T	45.977460000	-123.350970000	519.3		
T	45.978130000	-123.349970000	522.3		
T	45.978460000	-123.349570000	521.7		
T	45.978480000	-123.349560000	521.9		
T	45.980650000	-123.347170000	528.0		
T	45.980670000	-123.347160000	528.8		
T	45.982650000	-123.344950000	544.4		
T	45.982970000	-123.344640000	543.4		
T	45.983310000	-123.344410000	546.4		
T	45.984110000	-123.344080000	553.3		
T	45.984250000	-123.344000000	554.1		
T	45.984390000	-123.343890000	554.5		
T	45.988060000	-123.339730000	533.0		
T	45.988610000	-123.339200000	528.6		
T	45.989290000	-123.338720000	509.1		
T	45.992510000	-123.337110000	534.1		
T	45.992980000	-123.336740000	543.9		
T	45.994320000	-123.335400000	556.6		
T	45.994320000	-123.335390000	556.7		
T	45.994470000	-123.335250000	559.2		
T	45.994480000	-123.335230000	559.6		
T	45.995390000	-123.334400000	576.0		
T	45.995680000	-123.334210000	576.6		
T	45.995910000	-123.334110000	575.9		
T	45.995920000	-123.334100000	576.1		
T	45.996030000	-123.334060000	575.0		
T	45.996230000	-123.334030000	574.8		
T	45.996250000	-123.334020000	575.0		
T	45.997840000	-123.333970000	569.4		
T	45.998040000	-123.333920000	566.7		
T	45.998240000	-123.333840000	564.2		
T	45.998420000	-123.333720000	562.3		
T	45.998620000	-123.333500000	559.4		
T	45.998660000	-123.333430000	557.8		
T	45.998670000	-123.333430000	557.8		
T	45.998790000	-123.333190000	554.8		
T	45.998860000	-123.332960000	551.9		
T	45.999010000	-123.332000000	544.4		
T	45.999020000	-123.331990000	544.0		
T	45.999080000	-123.331610000	542.9		
T	45.999100000	-123.331550000	542.6		
T	45.999100000	-123.331500000	542.8		
T	45.999110000	-123.331480000	542.5		
T	45.999250000	-123.330770000	543.7		
T	45.999260000	-123.330760000	543.9		
T	45.999540000	-123.329580000	556.9		
T	45.999560000	-123.329540000	556.5		
T	45.999860000	-123.328380000	559.8		
T	46.000070000	-123.327890000	566.6		
T	46.000080000	-123.327880000	566.0		
T	46.000370000	-123.327250000	561.3		
T	46.000380000	-123.327250000	559.9		
T	46.000380000	-123.327240000	560.3		
T	46.000430000	-123.327130000	557.8		
T	46.000450000	-123.327110000	557.2		
T	46.000720000	-123.326630000	558.9		
T	46.000840000	-123.326480000	559.5		
T	46.001430000	-123.325870000	567.5		
T	46.001640000	-123.325610000	570.6		
T	46.001950000	-123.325070000	560.3		
T	46.002030000	-123.324810000	567.4		
T	46.002120000	-123.324350000	560.9		
T	46.002140000	-123.323590000	559.4		
T	46.001970000	-123.321760000	553.3		
T	46.001980000	-123.321210000	543.9		
T	46.002060000	-123.320590000	548.7		
T	46.002190000	-123.319960000	540.8		
T	46.002390000	-123.319260000	545.2		
T	46.002400000	-123.319250000	545.1		
T	46.002510000	-123.318970000	544.2		
T	46.002670000	-123.318690000	540.3		
T	46.002720000	-123.318630000	538.3		
T	46.002720000	-123.318620000	538.4		
T	46.002830000	-123.318470000	539.2		
T	46.003160000	-123.318150000	541.5		
T	46.003500000	-123.317950000	538.7		
T	46.003710000	-123.317870000	538.0		
T	46.007230000	-123.317300000	552.9		
T	46.007400000	-123.317250000	555.3		
T	46.007420000	-123.317250000	554.5		
T	46.008620000	-123.316850000	549.6		
T	46.008630000	-123.316840000	549.9		
T	46.011570000	-123.315810000	552.7		
T	46.011710000	-123.315740000	551.5		
T	46.012080000	-123.315470000	547.9		
T	46.012080000	-123.315460000	547.7		
T	46.012250000	-123.315240000	549.2		
T	46.012340000	-123.315090000	545.8		
T	46.012420000	-123.314910000	544.7		
T	46.012660000	-123.313990000	530.8		
T	46.012670000	-123.313990000	530.5		
T	46.012810000	-123.313250000	521.8		
T	46.012840000	-123.312820000	524.2		
T	46.012420000	-123.306450000	524.5		
T	46.012520000	-123.296400000	521.5		
T	46.012470000	-123.295800000	529.6		
T	46.012200000	-123.294440000	538.4		
T	46.011860000	-123.293480000	526.5		
T	46.011500000	-123.292800000	527.5		
T	46.011160000	-123.292310000	528.8		
T	46.010900000	-123.292000000	528.4		
T	46.010400000	-123.291520000	533.3		
T	46.008200000	-123.289860000	535.2		
T	46.008160000	-123.289840000	534.1		
T	46.008150000	-123.289820000	533.9		
T	46.006310000	-123.288430000	538.4		
T	46.006130000	-123.288260000	538.2		
T	46.005860000	-123.287950000	539.6		
T	46.005830000	-123.287900000	539.9		
T	46.005730000	-123.287790000	535.9		
T	46.005730000	-123.287780000	535.8		
T	46.005640000	-123.287630000	531.9		
T	46.005610000	-123.287600000	532.9		
T	46.005610000	-123.287580000	533.4		
T	46.005350000	-123.287120000	529.0		
T	46.005090000	-123.286530000	529.3		
T	46.004470000	-123.284440000	526.1		
T	46.004470000	-123.284420000	526.1		
T	46.002870000	-123.278520000	531.7		
T	46.002800000	-123.277780000	530.9		
T	46.002820000	-123.277140000	531.9		
T	46.002830000	-123.277120000	531.9		
T	46.002850000	-123.276850000	531.6		
T	46.003890000	-123.271190000	528.9		
T	46.003930000	-123.270490000	530.9		
T	46.003920000	-123.269690000	532.4		
T	46.003780000	-123.268580000	534.9		
T	46.003520000	-123.267520000	526.1		
T	46.002460000	-123.264500000	531.8		
T	46.002160000	-123.263880000	531.2		
T	45.998370000	-123.258620000	534.6		
T	45.997950000	-123.258140000	534.4		
T	45.997560000	-123.257800000	534.4		
T	45.997220000	-123.257590000	534.4		
T	45.996930000	-123.257490000	535.0		
T	45.996710000	-123.257440000	535.7		
T	45.995840000	-123.257360000	535.4		
T	45.995650000	-123.257320000	535.2		
T	45.995400000	-123.257230000	535.4		
T	45.995270000	-123.257160000	535.6		
T	45.993880000	-123.256100000	538.9		
T	45.993620000	-123.255960000	539.4		
T	45.993370000	-123.255880000	539.7		
T	45.990150000	-123.255220000	539.3		
T	45.990090000	-123.255190000	539.1		
T	45.990010000	-123.255170000	539.1		
T	45.989700000	-123.254970000	539.2		
T	45.989570000	-123.254850000	539.2		
T	45.986320000	-123.251010000	538.9		
T	45.986300000	-123.250970000	539.0		
T	45.986020000	-123.250640000	539.0		
T	45.986020000	-123.250630000	539.0		
T	45.985700000	-123.250230000	540.6		
T	45.985500000	-123.249920000	540.8		
T	45.985480000	-123.249870000	540.6		
T	45.985450000	-123.249840000	540.9		
T	45.985140000	-123.249070000	541.8		
T	45.984640000	-123.246020000	541.0		
T	45.984610000	-123.245640000	540.9		
T	45.984620000	-123.244640000	539.1		
T	45.984570000	-123.244230000	540.1		
T	45.983480000	-123.240080000	541.9		
T	45.983330000	-123.239660000	540.3		
T	45.982520000	-123.238090000	540.0		
T	45.982250000	-123.237430000	541.0		
T	45.981970000	-123.236580000	541.5		
T	45.981620000	-123.235030000	544.0		
T	45.981280000	-123.232570000	544.5		
T	45.980760000	-123.230380000	544.3		
